"Date","Price","Open","High","Low","Vol.","Change %"
"23/09/2024","35.50","35.50","35.50","35.40","6.23M","0.00%"
"20/09/2024","35.50","35.65","35.65","34.05","6.64M","-0.42%"
"19/09/2024","35.65","36.00","36.00","35.65","1.91M","-0.97%"
"18/09/2024","36.00","36.35","36.00","36.00","3.69M","-0.96%"
"17/09/2024","36.35","35.00","38.50","35.70","4.35M","3.86%"
"13/09/2024","35.00","35.00","35.95","35.00","2.16M","0.00%"
"12/09/2024","35.00","35.80","35.00","35.00","2.20M","-2.23%"
"11/09/2024","35.80","34.15","35.80","34.00","4.49M","4.83%"
"10/09/2024","34.15","35.35","35.20","34.15","2.96M","-3.39%"
"09/09/2024","35.35","35.80","35.80","35.20","3.01M","-1.26%"
"06/09/2024","35.80","36.00","37.90","35.80","1.94M","-0.56%"
"05/09/2024","36.00","35.70","36.00","35.70","2.98M","0.84%"
"04/09/2024","35.70","37.05","37.05","35.70","1.87M","-3.64%"
"03/09/2024","37.05","37.85","37.05","37.05","2.38M","-2.11%"
"02/09/2024","37.85","37.90","37.95","37.55","2.42M","-0.13%"
"30/08/2024","37.90","39.00","38.00","37.90","2.14M","-2.82%"
"29/08/2024","39.00","39.00","39.00","39.00","1.24M","0.00%"
"28/08/2024","39.00","38.00","39.00","39.00","1.05M","2.63%"
"27/08/2024","38.00","39.75","38.00","38.00","1.88M","-4.40%"
"26/08/2024","39.75","38.50","39.75","39.75","903.06K","3.25%"
"23/08/2024","38.50","38.50","38.50","38.50","939.72K","0.00%"
"22/08/2024","38.50","38.50","38.50","38.50","908.81K","0.00%"
"21/08/2024","38.50","38.50","38.50","38.50","1.60M","0.00%"
"20/08/2024","38.50","38.50","38.50","38.50","782.08K","0.00%"
"19/08/2024","38.50","40.65","38.50","38.50","1.90M","-5.29%"
"16/08/2024","40.65","42.50","40.65","40.65","919.56K","-4.35%"
"15/08/2024","42.50","44.05","42.50","42.00","1.99M","-3.52%"
"14/08/2024","44.05","44.00","47.95","44.00","2.85M","0.11%"
"13/08/2024","44.00","44.35","44.35","42.00","5.10M","9.05%"
"12/08/2024","40.35","36.70","40.35","39.00","6.05M","9.95%"
"09/08/2024","36.70","36.60","36.70","36.70","1.66M","0.27%"
"08/08/2024","36.60","37.30","36.60","36.00","1.77M","-1.88%"
"07/08/2024","37.30","37.30","37.30","37.30","663.55K","0.00%"
"06/08/2024","37.30","36.00","37.50","37.30","1.81M","3.61%"
"05/08/2024","36.00","34.00","36.00","34.40","1.46M","5.88%"
"02/08/2024","34.00","34.30","34.00","34.00","955.91K","-0.87%"
"01/08/2024","34.30","37.15","34.30","34.30","880.94K","-7.67%"
"31/07/2024","37.15","37.15","37.15","33.45","1.87M","0.00%"
"30/07/2024","37.15","37.50","37.50","36.50","2.63M","-0.93%"
"29/07/2024","37.50","37.50","38.90","36.50","709.43K","0.00%"
"26/07/2024","37.50","38.00","37.50","37.50","1.06M","-1.32%"
"25/07/2024","38.00","39.00","38.00","38.00","1.07M","-2.56%"
"24/07/2024","39.00","40.50","39.00","39.00","2.04M","-3.70%"
"23/07/2024","40.50","40.50","43.50","40.30","1.43M","0.00%"
"22/07/2024","40.50","40.45","40.95","40.50","1.54M","0.12%"
"19/07/2024","40.45","41.00","40.45","40.45","1.70M","-1.34%"
"18/07/2024","41.00","41.00","41.00","41.00","949.20K","0.00%"
"17/07/2024","41.00","41.60","41.60","41.00","1.30M","-1.44%"
"16/07/2024","41.60","41.80","41.80","41.60","788.01K","-0.48%"
"15/07/2024","41.80","41.60","41.80","41.80","904.78K","0.48%"
"12/07/2024","41.60","41.60","41.60","41.60","851.97K","0.00%"
"11/07/2024","41.60","41.60","41.60","41.60","989.85K","-0.95%"
"10/07/2024","42.00","40.85","42.00","42.00","1.39M","2.82%"
"09/07/2024","40.85","40.15","41.00","40.20","4.42M","1.74%"
"08/07/2024","40.15","40.50","41.35","40.15","5.01M","-0.86%"
"05/07/2024","40.50","41.50","41.00","40.50","1.81M","-2.41%"
"04/07/2024","41.50","41.50","41.50","40.80","1.10M","0.00%"
"03/07/2024","41.50","42.00","41.50","41.50","627.00K","-1.19%"
"02/07/2024","42.00","43.00","42.00","41.85","1.74M","-2.33%"
"01/07/2024","43.00","43.00","42.50","40.00","834.20K","0.00%"
"28/06/2024","43.00","43.00","43.00","40.60","1.10M","0.00%"
"27/06/2024","43.00","43.00","44.00","42.55","449.72K","0.00%"
